供应商ID,材料分类,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
S011,A,0,0,0,0,0,0,0,0,0,0,0,1.99964,0,0,0,1.999662,1.999324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999725,0,0,2.999745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999575,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0.994915,0,0,0,0,0,0,0,0,0,0,0,3.999704,0,0,0,0,0,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S012,A,0,0,0,0,0,0,0,0,0,0,0.999831,1.99964,0,0,0,0,4.99831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999905,0,0,0,0.999958,0,0,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999578,4.99947,0,1.999852,0,3.999916,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,4.999575,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99962,0,0.999979,0,3.99966,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,3.995944,3.99776,3.999492,0.999915,1.999556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999176,6.99874,0.999778,7.999408,2.999745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S013,B,6.999258,0.999778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99385,1.999492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.989319,2.998542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.998704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.956944,2.998827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.999552,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97669,4.9981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95932,1.998964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.994177,1.99888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.994174,2.998827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014,B,0,0,0,0,0,0,0,0,0,0,0,0,0.999852,0,0,0.999831,5.997972,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999873,0,3.999832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999682,0,2.999778,0,0,4.99979,2.999904,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,3.99966,0.999852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99949,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998098,0.998986,0,0,0,0,0,0.999937,0,0,0,0.999968,0,0,0,0.994915,0,0,0,0,0,0,0,0.999029,0.999176,3.99928,0,3.999704,2.999745,0,0,0,0,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S015,A,0,0,0,0,0,0,0,0,0,6.998222,1.999662,0,0,0,0.999926,2.999493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,1.999852,0,0,0,1.999936,0,0,0,16.999643,25.999714,19.8305,3.989236,0,13.995464,24.6454,0.999353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,1.999936,0,6.99867,3.986076,0,0,0,0.997781,0,4.998415,0,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999616,1.998706,3.97288,0,0,0,0.987589,0,0,0,0.99813,0,0,2.99946,2.999334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S016,B,4.99947,83.981352,68.968674,78.227143,96.874385,102.269524,83.972784,101.973072,87.977648,132.966218,155.973636,129.9766,196.970844,197.991684,183.986384,161.972622,172.941526,185.992188,184.98631,149.97622,181.882246,191.997888,174.773375,163.8813,134.72325,148.962154,157.923212,197.941519,202.868659,214.27115,158.94117,167.96808,193.948784,202.96346,144.986225,166.957582,196.974981,204.971915,185.992188,162.984515,189.94376,188.979966,143.984736,151.990424,184.997965,172.992734,172.998097,197.995842,175.829104,183.910576,181.928838,157.308558,219.92872,233.9999,150.951076,176.947608,202.931386,196.958433,146.976774,216.967884,208.966978,212.964003,206.969364,216.983942,241.97943,215.988552,203.976336,220.983646,208.991222,217.990844,237.846014,249.219908,177.942328,188.914194,176.885481,90.515971,218.716395,211.344046,172.93426,159.96288,178.96778,146.984418,139.97046,125.986644,164.985975,160.988086,138.988185,153.996766,159.99328,160.994848,164.998185,134.998515,132.997207,190.995989,148.998361,164.59315,179.51562,168.933921,177.942328,186.319224,183.880952,214.691554,183.900824,219.93268,175.96656,189.95383,148.976458,160.955725,177.98487,200.991558,185.98419,152.977356,167.950272,147.98742,160.981324,147.98594,138.988185,160.991467,182.996157,165.993028,128.995872,165.996514,214.95915,190.335129,218.716395,216.291061,199.8706,173.613894,177.847632,187.940404,160.948963,156.953528,151.97112,166.987642,190.995989,191.98368,169.98555,162.996577,136.998493,161.989794,151.998328,177.998042,186.997943,178.304585,163.36286,158.93958,186.96447,181.52862,200.47941,229.653963,189.61259,187.695628,207.756016,204.805045,155.841816,130.92664,175.977648,142.987845,191.957376,147.992156,164.989605,126.993269,149.9937,131.997228,138.995552,147.971584,161.895186,171.82706,171.12538,188.902098,163.897828,188.629499,215.860248,197.65078,174.830075,164.69145,198.806771,198.836024,162.97066,178.960262,169.98742,176.984955,199.9874,189.98594,147.990676,185.994048,163.98442,158.996661,138.954964,161.991414,139.95464,184.686425,155.899068,120.93224,157.928268,187.333352,199.8706,182.36884,170.282655,162.614179,178.663301,193.831996,163.946864,137.97516,158.986485,159.99488,165.987716,185.988282,172.992734,192.991894,147.993784,166.994656,68.999241,163.989668,178.994272,183.996136,153.850466,140.944869,176.942652,199.218135,211.862836,228.22369,182.822307,159.72608,191.937792,170.902359,190.937352,171.960096,169.97484,187.986088,170.987346,168.991043,165.991202,164.998185,142.992421,190.993888,161.994816,178.7796,163.78762,191.69146
S017,C,0,0,0,0,0,0,0,0,0,0,0,1.99964,0,0,0,0.999831,3.998648,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999873,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99947,0,0,0.999915,0,1.999916,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,4.999575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999745,2.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997147,0,0.99944,3.999492,0.999915,0.999778,0,1.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999029,1.998352,6.99874,0.999778,7.999408,2.999745,0,0,0,0,0.999905,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999662,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999905,0,0,0,0.999958,0.999905,0,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999575,2.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997528,0,0.999778,3.999704,1.99983,0,0,0,0,1.99981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019,C,0,0,0,0,0,0,0,0,0.999746,0,0.999831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.999853,0,0,0,0,0,0,0.999144,1.999366,5.998098,2.999112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99944,0,0,0,0,0,0.999947,0,0,0.999968,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99946,0,0,0,0,0.999926,0.999937,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S020,A,0,0,3.998184,0,0,0,0,0,0.999746,0,0,0,0,0.999958,0.999926,0,0,0,0,0,0,0,0,0,0,0,10.994654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0,0.999989,0.999979,0,0,9.99609,0.989362,0,0,0,0,0,0,0,0.999852,0,0.999831,0,0,0.999915,0,0,0.999926,0,0,0,0,0,0.999546,10.992883,0,0,0,0,0,0,0,0,0,0,0,0,0.999979,0,0,0.999989,0,0,0.999979,0,0,0,0.999609,11.996112,0,0,0,0,0,0,0.999757,0,0,0,0,0,0,0.999704,0,0,0,0,0,0,0,0,0,4.99905,0,0,0.996733,0,0,0.999144,0,0,0,0,0,0.999979,0.999915,0,0,0,0,0.999989,0,0,0.996115,0,0,10.99791,0,0,0,0,0,0,0,0,0,0,0.999915,0,0.999947,0.999937,0,0,0,0.999968,0,0.999353,0.99322,0,0.999482,10.993147,0,0,0,0.999029,0,0,0,0.99982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99319,0.996454,0,0,0,0,0,0.999134,0,0.99982,0,0.999968,0,0,0.999958,0.999958,0,0,0.999989,0,0,0.999979,0,0,8.997084,0,0,0,0,0,0,0,0,0,0,0.999926,0,0,0.999947,0,0,0,0,0,0.998705,0.99322
S021,B,0,0,0,0,0,0,0,0,0,0.999746,2.999493,0,0,4.99979,4.99963,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99964,0,0,0,0,0,0,0.999704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999682,2.999367,0,1.99983,4.99963,5.99949,2.999937,4.99979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999757,0,2.999175,0,0.999958,3.99966,2.999556,2.999112,3.99966,0.999884,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999366,1.999366,8.997336,0,2.999778,2.999937,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998986,2.99832,0,0,0,3.999788,0.999937,0.999947,0,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999112,0,1.99983,0,0.999926,0,2.999904,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999676,0,0,0.999968,1.999852,0,0,0,0,0,0,0.999937,1.999936,0,0,0,0,0,0,0,0,0,0,0,0.999672,0,0,0.999926,1.999852,1.999894,0,0,0,0,0,0,0,0
S022,C,0,0,0,0,0,0,0,0,2.999238,68.982474,99.9831,406.92674,62.990676,86.996346,213.984164,88.984959,1121.620764,120.994918,29.99778,10.92542,2.998059,0.999989,0.998705,0,0,0.999746,0,0.994681,0,0,0.99963,0,0,2.99946,2.999715,28.992634,2.999619,11.998356,197.991684,4.999525,29.99112,7.999152,27.997032,44.997165,11.999868,19.99916,1.999978,0.999979,0.999029,0,0,0,0,0,0,1.999408,5.997972,21.995358,8.998578,5.999112,5.999052,7.998648,264.96078,27.997928,44.996175,84.995495,3.999536,26.998002,10.999538,189.99202,0,0,0,0,0,0,0,0,0,0.999768,1.99964,152.983782,43.990716,158.983146,6.999405,140.989566,945.91959,3601.924358,579.97564,2743.912192,829.99087,0,13.999706,1.999958,1.999978,0,0.997309,0,0,0,0,0,2.998383,0.999694,1.99962,420.897697,341.945964,921.74645,5.99949,4432.813814,1137.90327,96.985644,114.96596,5397.54117,1956.772988,6.999335,24.997875,1.999894,0.999979,0.999958,0,0,0,0,0,0,0,0,1.998288,423.865592,2445.224618,1656.509528,356.93217,600.955526,1309.97249,1517.87097,1115.90514,442.990697,909.98999,4.999685,8.999901,3.999956,1.999978,0,0,0,0,0,0,0,0,0,2.996481,1505.566843,1878.09368,126.92888,1.999746,459.9609,1484.67033,1295.931312,578.963523,527.972016,1.999916,0.999979,0.999968,1.999616,2.998059,1.98644,0,0,0,0,0,0,0,0,0,242.799768,50.99082,503.888112,139.98964,1775.84904,370.976627,201.985052,322.979651,92.997024,27.99734,10.999769,5.998056,1.999894,0.999676,0,0,0,0,0,0,0,0,0,0,1.998268,1.999352,0,1.99983,8.999712,5.999556,17.998866,24.99895,64.99727,341.985636,21.999296,84.999065,1.999874,2.999904,0.999979,0,0,0,0,0,0,0,0,0.999676,5.996574,14.99508,8.997912,4.99926,10.999186,21.998372,9.99947,8.999523,3.999956,2.999841,13.999552,20.999328,0.99322,0.998705,0
S023,A,0,0,0,0,0,0,0,0,0,0,0.999831,0,0,0,0,0.999831,0.999662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,1.999788,0,0,1.99983,0,1.999916,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999757,2.999526,0,0,0,0,0,0,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999683,1.999366,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998098,0,0,0,0,0,0,3.999748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999176,1.99964,0,0,0,0,0.999926,1.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999768,0,0,0,0,0,0,0,0,0,0,0,0
S024,C,0,0,0,0,0,0,0,0,0,0,0.999831,0,0,24.99895,0,0,3.998648,0.999958,0.999926,0,162.894539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999905,0,0.999873,0,1.999916,1.99981,0,0.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999789,2.999682,0,0.999926,0,0,1.999916,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999526,1.99945,0,0.999958,45.99609,42.993636,0,0,0,0.999905,0.999915,12.999311,0,0,0,0,0,0,0,0,0,0,0,0,0.999683,2.999112,2.99943,8.999334,0.999979,0.999915,5.99949,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995245,0,0.99944,3.999492,0.999915,5.998668,1.999894,1.999874,0,0,0,0,0,0,0,0.994915,0,0,0,0,0,0,0.99813,1.998058,2.997528,6.99874,3.999112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S025,B,56.993958,110.975358,89.95914,280.231411,115.84978,105.248248,89.97084,112.970168,99.9746,90.976886,104.982255,100.98182,99.9852,116.995086,120.991046,133.977354,118.959778,105.995548,97.992748,110.24742,105.931418,122.998647,111.85496,118.19318,325.3317,109.97206,122.940222,398.867081,142.907479,125.57286,100.96263,110.97891,114.96964,111.97984,99.9905,117.970028,114.985395,115.984108,123.994792,124.988125,108.967736,121.987068,116.987598,78.995023,91.998988,123.994792,127.998592,133.997186,339.66986,129.93682,138.945651,395.7448,134.95626,149.720275,114.96274,112.966552,118.959778,129.97257,110.982462,108.983868,134.97867,130.977861,104.98446,136.989862,130.988865,151.991944,119.98608,137.989788,126.994666,146.993826,161.895186,140.000028,386.874612,122.944158,130.915243,419.755382,126.835535,148.13835,108.95858,99.9768,118.97858,101.989188,81.982698,107.988552,107.99082,109.99186,114.990225,84.998215,96.995926,96.996896,99.9989,90.998999,86.998173,102.997837,109.99879,118.983,359.03124,130.948779,149.9514,413.056904,139.90942,144.446852,108.941249,129.96022,112.97853,96.976429,101.983884,104.971125,110.990565,110.995338,106.990905,109.98372,109.96744,102.991245,96.988748,108.989645,87.99252,94.994965,102.997837,104.99559,373.988032,130.997249,123.97644,412.558866,141.81611,137.549154,109.92883,106.762567,107.907552,128.959107,110.964813,102.969512,114.97815,107.992008,107.997732,125.98929,115.99014,94.998005,97.998922,84.994645,85.999054,94.998955,98.998911,113.55711,355.613055,114.9563,138.97359,430.88112,119.6892,128.248317,117.759398,116.810577,104.876835,121.883978,92.905698,96.94568,98.987427,99.9915,96.978466,83.995548,101.993574,87.995336,80.996598,75.998404,85.997248,91.982336,118.923007,129.1186,360.15923,148.922818,124.922125,400.961134,143.906832,107.26776,114.888335,118.77747,143.860176,105.912656,98.98218,107.976024,100.992526,106.990905,113.992818,113.991564,88.994393,87.997184,78.992495,102.997837,96.968572,95.994912,103.966304,113.80677,372.758669,112.93672,106.951422,367.691526,125.918478,117.945065,92.609865,91.782236,102.806257,96.915998,102.966628,105.98092,101.99133,90.997088,109.99186,108.993133,121.994876,98.995842,125.994708,118.996192,64.999285,109.99307,115.996288,109.99769,405.605774,106.958163,124.9595,339.959305,107.930124,142.51523,115.887364,115.801408,119.96112,118.932051,99.9672,116.972856,120.982092,111.991712,128.990454,113.993958,124.993375,100.998889,107.994276,97.996864,100.996768,96.34234,106.861435,114.2203
S026,C,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,0.999831,3.998648,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999619,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999682,0,2.999778,0,0,1.999916,0.999968,0,1.999978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,3.99966,0,0,0,0,0,0,1.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999915,2.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.996196,1.997972,0,0,0,2.999334,0,0,0,0,0,0,0,0,0,0.994915,0,0,0,0,0,0,0,0.999029,5.995056,4.9991,1.999556,6.999482,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S027,A,0,0,0,0,0,0,0,0,0,5.998476,3.999324,0,0,0,2.999778,0.999831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0,0,0,0,0,0,0,0,15.999664,23.999736,23.7966,3.989236,0,7.997408,19.71632,0.999353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,1.999936,0,3.99924,1.993038,0,0,0,0,0,0.999683,0,0.999704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999808,1.998706,2.97966,0,0,0,0.987589,0,0,0,0,0,0,1.99964,4.99889,0,0,0.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S028,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.998986,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999576,0,0,0,0,0.999958,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,2.999745,0,0,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999745,3.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999176,0.99982,0,4.99963,1.99983,0,0,0,0,1.99981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S029,C,0,0,0,0,0,0,0,0,3.998984,2.999238,2.999493,1.99964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0,0,0,0.999979,2.999937,0.999989,0.991525,0,0,0,0,0,0,0,0,0,0,0.999842,2.999175,0,0,0,2.999556,0,0,0,2.999715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S030,B,0,0,0,0,0,0,0,0,0,1.999492,0.999831,0.99982,0,0,0,0.999831,0.999662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999905,0,0,0,0.999958,0,0.999704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0,2.999874,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999757,0.999842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999366,0.999683,0,0,0,0.999979,6.999405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.997972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999768,0,0,0,0,0,0,0,0,0,0,0,0
